delta	lambda	item	intercept	depth	embBias	embBias_Two	embBias_Three	compatible	compatible_Two	compatible_Three	compatible:EmbBias
0.9	0.5	ItemCritical_22	10.268	3.905	-0.232	0.042	0.034	0.067	0.033	-0.376	-0.68	-0.072	0.011
0.9	0.5	ItemCritical_23	11.739	0.286	-0.148	0.302	0.5995	0.02	-0.011	0.63	0.663	0.597	0.013
0.9	0.5	ItemCritical_24	5.148	2.18	0.367	0.11	0.256	-0.082	0.01	0.049	-0.0625	0.1605	-0.012
0.9	0.5	ItemCritical_25	5.59	3.055	-0.074	0.136	0.2515	0.0395	0.0015	1.163	1.192	1.134	-0.055
0.9	0.5	ItemCritical_26	12.771	-0.551	-0.312	0.076	0.1565	0.002	-0.011	-2.159	-2.336	-1.982	-0.037
0.9	0.5	ItemCritical_27	7.282	2.524	-0.104	0.348	0.706	0.0055	-0.0255	-1.675	-1.743	-1.607	-0.05
0.9	0.5	ItemCritical_28	16.585	2.878	-0.19	0.147	0.289	-0.0355	0.0455	-0.038	0.0965	-0.1725	0.055
0.9	0.5	ItemCritical_29	14.48	1.114	-0.113	0.158	0.318	-0.0185	0.0145	0.768	0.8495	0.6865	0.02
0.9	0.5	ItemCritical_3	6.219	4.352	0.507	0.106	0.244	-0.0705	0.0065	0.584	0.7875	0.3805	0.086
0.9	0.5	ItemCritical_30	5.12	2.109	-0.25	0.126	0.2455	0.0075	0.0055	0.352	0.363	0.341	0.045
0.9	0.5	ItemCritical_31	9.915	3.16	-0.405	0.019	0.024	0.01	0.018	-1.56	-1.4405	-1.6795	-0.013
0.9	0.5	ItemCritical_32	10.861	2.252	0.05	0.06	0.1485	-0.06	0.003	-0.037	-0.0675	-0.0065	-0.037
0.9	0.5	ItemCritical_33	12.567	-0.689	-0.145	0.102	0.2195	0.0125	-0.0435	0.083	0.176	-0.01	0.047
0.9	0.5	ItemCritical_34	12.657	3.379	-0.322	0.148	0.2985	0.0095	-0.0145	0.308	0.205	0.411	-0.006
0.9	0.5	ItemCritical_35	13.41	-1.204	-0.078	0.125	0.2685	0.0045	-0.0415	-1.483	-1.3885	-1.5775	-0.019
0.9	0.5	ItemCritical_36	13.787	0.855	-0.157	0.171	0.322	0.0245	0.0155	0.316	0.482	0.15	-0.058
0.9	0.5	ItemCritical_4	5.948	3.743	0.315	0.139	0.264	0.03	-0.002	-1.321	-1.83	-0.812	-0.016
0.9	0.5	ItemCritical_5	9.903	3.156	-0.813	0.232	0.4835	-0.0495	0.0105	-0.644	-0.8975	-0.3905	0.002
0.9	0.5	ItemCritical_6	5.745	3.553	0.489	0.112	0.272	-0.0955	-0.0005	0.151	0.169	0.133	0.055
0.9	0.5	ItemCritical_7	5.94	3.773	-0.048	0.128	0.232	0.067	-0.019	-0.307	-0.323	-0.291	-0.079
0.9	0.5	ItemCritical_8	5.671	3.188	-0.139	0.122	0.248	-0.0045	-0.0035	2.591	2.701	2.481	-0.046
0.9	0.5	ItemCritical_9	6.278	4.417	-0.429	0.132	0.2525	-0.041	0.064	0.948	1.4075	0.4885	-0.023
0.9	0.5	ItemMixed_1	14.356	0.854	-0.269	0.121	0.2375	0.014	-0.005	0.392	0.3625	0.4215	0.025
0.9	0.5	ItemMixed_11	8.63	0.675	0.073	0.226	0.46	0.006	-0.022	-0.706	-0.4635	-0.9485	-0.05
0.9	0.5	ItemMixed_12	9.902	3.242	-0.458	0.231	0.4555	0.017	-0.004	-0.247	-0.379	-0.115	0.042
0.9	0.5	ItemMixed_13	9.527	2.442	0.289	-0.012	0.017	-0.073	-0.009	-0.31	-0.306	-0.314	0.035
0.9	0.5	ItemMixed_14	5.472	2.934	0.049	0.146	0.285	0.0265	-0.0125	-0.478	-0.635	-0.321	0.036
0.9	0.5	ItemMixed_15	13.714	0.758	-0.005	0.135	0.2775	-0.026	0.011	0.606	0.652	0.56	0.006
0.9	0.5	ItemMixed_16	11.876	4.297	-0.324	-0.071	-0.172	0.016	0.044	-0.178	0.2195	-0.5755	0.045
0.9	0.5	ItemMixed_17	5.076	2.173	0.305	0.127	0.277	-0.072	0.026	-0.378	-0.5785	-0.1775	-0.074
0.9	0.5	ItemMixed_18	5.923	3.832	0.276	0.125	0.29	-0.0515	-0.0285	-0.725	-1.024	-0.426	-0.057
0.9	0.5	ItemMixed_19	11.989	1.634	-1.187	0.031	0.069	0.0045	-0.0185	-0.782	-0.814	-0.75	0.0
0.9	0.5	ItemMixed_2	10.258	2.009	-0.062	0.155	0.292	0.0085	0.0275	2.222	2.377	2.067	-0.029
0.9	0.5	ItemMixed_21	8.383	2.676	0.087	0.207	0.39	0.046	0.002	1.042	1.018	1.066	0.028
0.9	0.5	ItemMixed_22	14.851	0.729	-0.053	0.007	0.0155	-0.0105	0.0075	-0.736	-0.571	-0.901	0.034
0.9	0.5	ItemMixed_23	9.921	3.241	-0.703	0.232	0.4695	-0.0175	0.0065	1.821	2.166	1.476	0.027
0.9	0.5	ItemMixed_24	11.936	1.318	-0.09	0.229	0.4775	-0.05	0.011	0.438	0.413	0.463	0.013
0.9	0.5	ItemMixed_25	9.627	2.668	0.156	0.019	0.0085	0.0155	0.0435	0.671	0.6055	0.7365	-0.016
0.9	0.5	ItemMixed_26	10.716	2.803	-0.347	0.231	0.4595	0.0155	-0.0105	0.139	0.2105	0.0675	0.006
0.9	0.5	ItemMixed_27	7.551	3.115	0.132	0.336	0.69	-0.028	-0.008	0.279	0.4055	0.1525	0.045
0.9	0.5	ItemMixed_28	10.44	2.393	0.086	0.145	0.284	0.0195	-0.0075	-1.006	-1.0765	-0.9355	-0.04
0.9	0.5	ItemMixed_29	5.405	2.849	0.286	0.142	0.277	-0.0145	0.0285	0.979	1.149	0.809	0.026
0.9	0.5	ItemMixed_3	6.467	4.952	0.494	0.141	0.2925	-0.012	-0.009	0.109	0.148	0.07	-0.077
0.9	0.5	ItemMixed_30	10.379	2.122	0.215	0.234	0.479	-0.006	-0.016	0.245	0.2975	0.1925	0.016
0.9	0.5	ItemMixed_31	16.6	2.998	-0.309	0.117	0.263	-0.0375	-0.0205	0.026	-0.1985	0.2505	-0.022
0.9	0.5	ItemMixed_32	7.502	0.453	-0.063	0.154	0.3015	0.018	-0.005	-1.251	-1.5115	-0.9905	-0.026
0.9	0.5	ItemMixed_33	7.942	2.282	-0.02	0.096	0.1945	0.0095	-0.0145	2.283	2.375	2.191	-0.004
0.9	0.5	ItemMixed_34	5.346	2.674	-0.133	0.13	0.2755	-0.025	-0.006	-0.482	-0.472	-0.492	0.064
0.9	0.5	ItemMixed_35	14.742	1.719	-0.866	0.144	0.3025	-0.0195	-0.0095	-0.972	-0.9905	-0.9535	0.009
0.9	0.5	ItemMixed_36	12.694	2.324	0.02	0.286	0.567	0.006	0.004	-0.838	-0.89	-0.786	0.013
0.9	0.5	ItemMixed_37	10.716	4.854	-0.371	0.262	0.533	0.0245	-0.0425	0.907	0.6425	1.1715	0.035
0.9	0.5	ItemMixed_38	13.253	-0.63	-0.175	0.058	0.1125	0.0095	-0.0025	-0.551	-0.6085	-0.4935	-0.008
0.9	0.5	ItemMixed_39	5.462	2.917	-0.567	0.153	0.307	-0.021	0.019	-0.128	-0.375	0.119	-0.004
0.9	0.5	ItemMixed_4	5.86	3.757	-0.245	0.138	0.2835	-0.0165	0.0015	0.608	0.608	0.608	-0.072
0.9	0.5	ItemMixed_40	8.498	5.02	-0.327	0.342	0.676	0.0115	0.0045	-0.2	0.0095	-0.4095	0.053
0.9	0.5	ItemMixed_41	10.733	4.865	-0.076	0.01	0.0185	-0.0105	0.0135	1.527	1.7355	1.3185	-0.01
0.9	0.5	ItemMixed_42	13.235	0.491	-0.305	0.06	0.1315	-0.0295	0.0065	0.928	0.7685	1.0875	0.097
0.9	0.5	ItemMixed_43	7.937	1.333	0.023	0.146	0.2945	-0.021	0.016	0.133	0.027	0.239	0.034
0.9	0.5	ItemMixed_5	12.643	2.714	-0.321	0.239	0.486	-0.01	-0.006	0.977	1.0595	0.8945	-0.004
0.9	0.5	ItemMixed_6	13.899	1.258	-0.379	0.115	0.209	0.011	0.031	0.06	-0.0755	0.1955	-0.008
0.9	0.5	ItemMixed_7	6.059	4.137	0.308	0.13	0.279	-0.0225	-0.0155	-0.682	-0.793	-0.571	-0.038
0.9	0.5	ItemMixed_8	7.572	3.223	0.314	0.337	0.68	0.0065	-0.0185	-1.977	-2.647	-1.307	-0.003
0.9	0.5	ItemMixed_9	5.728	3.464	0.009	0.132	0.296	-0.064	0.0	-0.23	-0.218	-0.242	-0.038
0.9	1	Item232_Critical_0	5.482	3.134	0.466	0.066	0.2345	-0.078	-0.127	0.429	0.688	0.17	0.02
0.9	1	Item232_Critical_1	9.274	2.204	0.68	-0.012	0.0265	-0.004	-0.097	0.065	0.376	-0.246	0.009
0.9	1	Item232_Critical_10	6.242	4.666	0.485	0.041	0.236	-0.1125	-0.1955	-0.822	-0.4575	-1.1865	-0.027
0.9	1	Item232_Critical_11	10.34	4.255	0.902	0.234	0.4685	0.004	-0.005	-1.378	-1.436	-1.32	0.037
0.9	1	Item232_Critical_12	11.45	0.676	0.301	0.011	0.087	-0.061	-0.069	-0.441	-0.6045	-0.2775	-0.088
0.9	1	Item232_Critical_13	8.851	0.727	0.487	0.036	0.146	-0.069	-0.079	0.949	1.391	0.507	-0.138
0.9	1	Item232_Critical_14	6.266	4.71	0.361	0.019	0.2335	-0.1565	-0.2345	-0.981	-0.789	-1.173	-0.028
0.9	1	Item232_Critical_15	9.621	2.812	0.466	0.208	0.4675	-0.0525	-0.0505	-0.448	-0.4205	-0.4755	-0.026
0.9	1	Item232_Critical_16	10.801	2.443	0.438	0.096	0.1525	0.0445	0.0345	0.148	0.4855	-0.1895	0.007
0.9	1	Item232_Critical_17	5.274	2.732	0.384	0.031	0.2385	-0.0865	-0.2665	0.55	0.73	0.37	-0.042
0.9	1	Item232_Critical_18	5.503	3.194	0.32	0.034	0.235	-0.141	-0.193	-0.395	-0.205	-0.585	0.025
0.9	1	Item232_Critical_19	9.876	3.369	0.543	0.01	0.0205	0.01	-0.011	1.266	1.6935	0.8385	-0.13
0.9	1	Item232_Critical_2	5.225	2.625	0.199	0.028	0.235	-0.19	-0.168	-0.702	-0.673	-0.731	0.015
0.9	1	Item232_Critical_20	8.359	3.319	-0.168	0.026	0.1805	-0.1135	-0.1435	-0.192	-0.0465	-0.3375	-0.01
0.9	1	Item232_Critical_21	11.315	0.971	0.17	0.139	0.296	-0.0005	-0.0355	-0.492	-0.338	-0.646	0.076
0.9	1	Item232_Critical_23	9.066	-0.192	0.327	0.088	0.317	-0.1105	-0.1715	-0.841	-0.8095	-0.8725	0.035
0.9	1	Item232_Critical_24	9.061	0.851	0.539	0.238	0.5555	-0.0615	-0.0975	1.029	1.5615	0.4965	-0.072
0.9	1	Item232_Critical_25	5.507	3.188	0.285	0.006	0.2315	-0.1805	-0.2585	-1.09	-0.827	-1.353	0.079
0.9	1	Item232_Critical_26	5.572	3.329	0.423	0.016	0.232	-0.1815	-0.2185	0.787	0.5485	1.0255	-0.048
0.9	1	Item232_Critical_27	11.321	0.426	0.324	0.03	0.082	-0.007	-0.037	-0.914	-0.8745	-0.9535	0.11
0.9	1	Item232_Critical_28	9.176	1.983	0.666	0.174	0.4345	-0.019	-0.154	1.251	1.6735	0.8285	-0.049
0.9	1	Item232_Critical_3	6.107	4.387	-0.175	0.075	0.2325	-0.1175	-0.0475	0.656	0.983	0.329	-0.165
0.9	1	Item232_Critical_30	5.29	2.762	0.144	0.011	0.2355	-0.1625	-0.2645	-0.152	0.0145	-0.3185	0.008
0.9	1	Item232_Critical_4	12.778	-1.513	0.35	0.008	0.035	0.0085	-0.0465	0.34	0.7685	-0.0885	-0.003
0.9	1	Item232_Critical_5	8.714	1.004	0.254	0.198	0.4915	-0.0715	-0.1195	0.675	0.882	0.468	-0.093
0.9	1	Item232_Critical_6	7.478	3.18	0.607	0.319	0.7005	0.004	-0.129	0.205	0.3255	0.0845	0.004
0.9	1	Item232_Critical_7	10.161	0.015	0.491	0.272	0.6175	-0.039	-0.108	0.217	0.752	-0.318	-0.089
0.9	1	Item232_Critical_8	9.464	2.583	-0.588	-0.066	0.0215	-0.209	-0.098	-0.222	0.1505	-0.5945	-0.074
0.9	1	Item232_Critical_9	5.523	3.221	0.106	0.044	0.2345	-0.157	-0.136	-0.563	-0.2165	-0.9095	-0.03
0.9	1	Item238_Critical_VAdv1	13.419	nan	0.199	0.077	nan	nan	nan	0.93	nan	nan	0.592
0.9	1	Item238_Critical_VN1	5.356	2.897	-0.128	0.03	0.239	-0.1545	-0.2035	0.23	0.145	0.315	-0.035
0.9	1	Item238_Critical_VN2	9.993	3.625	0.01	-0.033	0.024	-0.091	-0.089	-0.858	-0.682	-1.034	-0.062
0.9	1	Item238_Critical_VN3	10.903	2.637	0.284	0.059	0.1585	-0.036	-0.045	-0.044	-0.1205	0.0325	0.064
0.9	1	Item238_Critical_VN5	12.227	2.8	0.484	0.169	0.289	0.081	0.017	-0.025	0.06	-0.11	0.026
0.9	1	Item238_Critical_Vadv1	13.419	nan	0.416	0.077	nan	nan	nan	0.595	nan	nan	-0.55
0.9	1	Item238_Critical_Vadv2	13.998	-2.249	0.293	0.273	0.309	0.2855	0.1885	0.045	0.0275	0.0625	0.047
0.9	1	Item238_Critical_Vadv3	8.269	0.141	0.196	0.296	0.4945	0.152	0.043	-0.048	0.1015	-0.1975	0.06
0.9	1	Item238_Critical_Vadv5	10.245	2.078	0.691	0.268	0.504	0.1015	-0.0375	-0.013	0.0375	-0.0635	0.029
0.9	1	Item238_Critical_Vadv6	9.141	1.883	0.635	0.246	0.495	0.0525	-0.0585	0.024	0.043	0.005	0.025
0.9	1	Item238_Critical_Vadv7	9.695	1.065	0.695	0.177	0.3175	0.0875	-0.0145	-0.105	0.079	-0.289	0.081
0.9	1	Item238_Critical_Vadv8	5.803	3.789	0.332	0.018	0.235	-0.1395	-0.2585	-0.848	-0.9985	-0.6975	0.142
0.9	1	Item238_Critical_Vadv9	9.369	2.395	0.848	0.041	0.022	0.1	0.02	-0.792	-0.7375	-0.8465	0.105
0.9	1	ItemCritical_6	6.27	4.731	0.126	0.046	0.236	-0.1245	-0.1635	0.164	0.394	-0.066	0.01
0.9	1	ItemMixed_1	14.579	1.148	-0.392	0.157	0.291	0.0365	0.0095	0.698	0.6465	0.7495	-0.007
0.9	1	ItemMixed_11	8.503	0.614	-0.083	0.244	0.497	-0.0045	-0.0135	-0.572	-0.4045	-0.7395	0.009
0.9	1	ItemMixed_12	9.839	3.286	-0.569	0.259	0.496	0.021	0.023	-0.113	-0.1445	-0.0815	0.015
0.9	1	ItemMixed_13	9.016	1.691	0.132	0.03	0.023	-0.012	0.086	-0.121	-0.056	-0.186	-0.077
0.9	1	ItemMixed_14	5.343	2.875	0.003	0.116	0.235	-0.0025	-0.0035	-0.503	-0.55	-0.456	0.007
0.9	1	ItemMixed_15	13.89	1.125	0.145	0.171	0.3435	-0.0065	0.0035	1.445	1.509	1.381	0.022
0.9	1	ItemMixed_16	11.703	4.148	-0.434	-0.109	-0.1845	-0.0125	-0.0545	-0.034	0.213	-0.281	0.037
0.9	1	ItemMixed_17	4.937	2.064	-0.041	0.125	0.2345	0.021	0.01	-0.246	-0.248	-0.244	0.026
0.9	1	ItemMixed_18	5.766	3.725	0.003	0.133	0.2345	0.037	0.026	0.299	0.3085	0.2895	0.023
0.9	1	ItemMixed_19	11.787	1.351	-0.653	0.039	0.0865	-0.0065	-0.0105	-0.879	-0.918	-0.84	-0.009
0.9	1	ItemMixed_2	10.229	2.137	-0.267	0.15	0.3175	-0.029	-0.006	2.087	2.2095	1.9645	-0.019
0.9	1	ItemMixed_21	8.222	2.388	-0.063	0.206	0.417	0.0065	-0.0165	1.146	1.249	1.043	0.023
0.9	1	ItemMixed_22	14.686	0.439	-0.101	0.02	0.0625	-0.016	-0.029	-1.235	-1.204	-1.266	0.01
0.9	1	ItemMixed_23	9.691	2.99	-0.417	0.234	0.4975	-0.0165	-0.0425	1.694	1.981	1.407	-0.035
0.9	1	ItemMixed_24	12.05	1.512	-0.217	0.288	0.5625	0.016	0.011	0.094	0.1135	0.0745	-0.016
0.9	1	ItemMixed_25	9.461	2.576	0.205	-0.003	0.023	-0.0135	-0.0445	0.352	0.318	0.386	-0.012
0.9	1	ItemMixed_26	10.635	2.858	-0.336	0.257	0.5065	0.0265	-0.0115	0.095	0.124	0.066	0.009
0.9	1	ItemMixed_27	7.35	2.963	-0.136	0.335	0.693	0.016	-0.062	0.128	0.074	0.182	-0.006
0.9	1	ItemMixed_28	10.416	2.512	-0.172	0.171	0.3175	0.0645	-0.0155	-0.887	-1.0015	-0.7725	-0.047
0.9	1	ItemMixed_29	5.421	3.038	0.011	0.127	0.235	0.04	-0.002	0.684	0.694	0.674	-0.05
0.9	1	ItemMixed_3	6.36	4.92	0.027	0.117	0.238	-0.003	-0.005	0.017	-0.0235	0.0575	-0.041
0.9	1	ItemMixed_30	10.368	2.322	0.076	0.264	0.506	0.0025	0.0415	0.203	0.32	0.086	-0.003
0.9	1	ItemMixed_31	16.598	2.956	-0.505	0.156	0.307	0.024	-0.014	-0.019	-0.0615	0.0235	-0.047
0.9	1	ItemMixed_32	6.98	-0.371	0.078	0.147	0.3155	-0.034	-0.009	-0.492	-0.5515	-0.4325	0.036
0.9	1	ItemMixed_33	7.891	2.402	0.01	0.084	0.183	0.004	-0.034	2.398	2.5495	2.2465	-0.029
0.9	1	ItemMixed_34	4.763	1.72	-0.18	0.118	0.2345	0.056	-0.053	-0.238	-0.2125	-0.2635	-0.108
0.9	1	ItemMixed_35	14.662	1.635	-0.446	0.171	0.3345	0.017	-0.002	-0.956	-1.015	-0.897	0.013
0.9	1	ItemMixed_36	12.599	2.176	-0.117	0.31	0.6245	0.0075	-0.0165	-0.636	-0.679	-0.593	-0.022
0.9	1	ItemMixed_37	10.451	4.468	-0.4	0.235	0.4735	-0.022	0.015	1.049	0.86	1.238	0.001
0.9	1	ItemMixed_38	13.081	-0.995	-0.407	0.081	0.163	-0.001	-0.001	-0.428	-0.52	-0.336	0.023
0.9	1	ItemMixed_39	5.385	2.951	-0.438	0.115	0.236	0.017	-0.029	-0.198	-0.22	-0.176	0.017
0.9	1	ItemMixed_4	5.377	2.944	-0.198	0.122	0.234	0.012	0.008	0.504	0.531	0.477	-0.002
0.9	1	ItemMixed_40	8.369	5.003	-0.312	0.34	0.694	-0.0355	0.0075	0.045	0.1345	-0.0445	0.012
0.9	1	ItemMixed_41	10.425	4.506	0.032	-0.005	0.0215	-0.01	-0.053	2.155	2.388	1.922	0.063
0.9	1	ItemMixed_42	13.055	0.176	-0.339	0.068	0.1355	-0.0125	0.0135	1.07	0.964	1.176	0.026
0.9	1	ItemMixed_43	7.702	1.072	-0.076	0.149	0.3145	-0.0045	-0.0285	0.102	0.0465	0.1575	-0.049
0.9	1	ItemMixed_5	12.612	2.642	-0.297	0.282	0.5625	0.0045	-0.0015	0.845	0.899	0.791	0.008
0.9	1	ItemMixed_6	13.879	1.152	-0.375	0.104	0.2	0.0075	0.0085	0.205	0.2955	0.1145	-0.025
0.9	1	ItemMixed_7	6.13	4.448	0.036	0.129	0.2345	0.0105	0.0365	-1.028	-1.1405	-0.9155	-0.014
0.9	1	ItemMixed_8	7.489	3.249	0.078	0.332	0.693	-0.0195	-0.0385	-1.893	-2.234	-1.552	-0.048
0.9	1	ItemMixed_9	5.699	3.591	-0.044	0.124	0.235	-0.008	0.034	-0.223	-0.1725	-0.2735	0.018
0.95	0	ItemMixed_11	9.721	1.607	-0.388	-0.104	-0.1465	0.0045	-0.1275	-0.08	-0.056	-0.104	-0.024
0.95	0	ItemMixed_12	9.722	1.594	-0.397	-0.009	0.027	0.0055	-0.0955	-0.007	0.035	-0.049	0.084
0.95	0	ItemMixed_13	11.001	1.811	0.008	-0.034	-0.0475	0.0095	-0.0505	-0.034	0.0325	-0.1005	0.087
0.95	0	ItemMixed_14	7.035	2.278	-0.309	-0.08	-0.0615	-0.115	-0.082	-0.028	0.1555	-0.2115	0.002
0.95	0	ItemMixed_15	14.148	1.495	-0.033	-0.014	0.009	0.0175	-0.0915	0.067	0.148	-0.014	-0.022
0.95	0	ItemMixed_16	12.052	1.112	-0.028	-0.011	0.044	-0.0375	-0.0945	-0.056	0.015	-0.127	0.01
0.95	0	ItemMixed_17	7.019	2.254	-0.157	0.01	-0.037	0.023	0.091	-0.016	-0.136	0.104	0.019
0.95	0	ItemMixed_18	7.061	2.125	-0.014	-0.039	-0.063	0.051	-0.081	-0.049	-0.088	-0.01	0.032
0.95	0	ItemMixed_19	12.697	1.649	-0.21	-0.006	-0.037	0.156	-0.106	-0.023	0.0085	-0.0545	-0.022
0.95	0	ItemMixed_2	10.284	1.45	0.146	-0.018	-0.0235	0.0335	-0.0585	0.025	-0.1455	0.1955	0.073
0.95	0	ItemMixed_21	8.901	1.688	-0.165	-0.04	-0.0205	-0.017	-0.102	-0.008	-0.1535	0.1375	-0.033
0.95	0	ItemMixed_22	14.877	1.443	0.349	-0.001	-0.0085	0.0035	0.0095	0.231	0.2995	0.1625	0.092
0.95	0	ItemMixed_23	9.694	1.663	-0.425	0.022	-0.021	0.004	0.126	0.017	0.0845	-0.0505	0.025
0.95	0	ItemMixed_24	12.049	1.806	0.349	-0.03	-0.0265	-0.0475	-0.0195	-0.051	-0.049	-0.053	0.062
0.95	0	ItemMixed_25	11.091	1.996	-0.088	-0.005	-0.0145	-0.046	0.055	0.061	0.0685	0.0535	-0.089
0.95	0	ItemMixed_26	10.828	1.669	-0.123	-0.002	-0.01	0.067	-0.055	-0.075	0.057	-0.207	0.046
0.95	0	ItemMixed_27	9.508	2.027	0.159	0.024	0.0315	0.0535	-0.0205	-0.006	0.01	-0.022	-0.074
0.95	0	ItemMixed_28	10.292	1.421	-0.071	-0.016	0.0345	-0.072	-0.061	-0.022	-0.0175	-0.0265	0.012
0.95	0	ItemMixed_29	7.08	2.303	-0.087	-0.012	0.022	-0.051	-0.041	0.087	0.17	0.004	-0.035
0.95	0	ItemMixed_3	7.023	2.09	-0.294	0.022	0.104	-0.036	-0.084	-0.067	-0.136	0.002	-0.028
0.95	0	ItemMixed_30	10.864	1.683	-0.346	0.011	0.0415	-0.017	-0.022	0.124	-0.049	0.297	0.022
0.95	0	ItemMixed_31	15.082	1.363	0.062	-0.014	0.033	-0.004	-0.118	-0.01	0.033	-0.053	-0.024
0.95	0	ItemMixed_32	8.212	1.506	-0.153	0.061	0.085	0.035	0.039	-0.021	0.184	-0.226	0.081
0.95	0	ItemMixed_33	8.752	1.347	0.12	-0.047	-0.0615	-0.044	-0.021	0.11	0.1225	0.0975	0.029
0.95	0	ItemMixed_34	7.05	2.266	0.117	0.026	0.0285	-0.0115	0.0585	-0.103	-0.0845	-0.1215	0.026
0.95	0	ItemMixed_35	13.011	1.363	0.151	-0.034	-0.0575	-0.007	-0.014	0.052	0.044	0.06	0.012
0.95	0	ItemMixed_36	12.194	1.686	-0.044	0.019	0.008	0.039	0.021	-0.047	0.048	-0.142	0.001
0.95	0	ItemMixed_37	10.817	2.144	-0.065	-0.019	-0.0545	0.026	0.007	-0.032	-0.1105	0.0465	-0.02
0.95	0	ItemMixed_38	14.041	1.093	-0.219	-0.062	-0.0255	-0.0675	-0.1295	0.02	0.049	-0.009	-0.018
0.95	0	ItemMixed_39	6.983	2.205	-0.457	0.036	0.106	0.04	-0.108	0.046	0.049	0.043	-0.145
0.95	0	ItemMixed_4	7.06	2.15	0.027	0.019	-0.018	0.03	0.082	0.067	0.157	-0.023	0.015
0.95	0	ItemMixed_40	9.606	2.161	-0.373	0.032	0.083	0.0355	-0.0735	-0.002	-0.048	0.044	-0.011
0.95	0	ItemMixed_41	11.014	2.058	-0.015	-0.013	-0.0165	0.0525	-0.0715	-0.089	-0.0395	-0.1385	0.072
0.95	0	ItemMixed_42	12.902	1.273	-0.208	-0.043	-0.0385	0.031	-0.126	-0.048	-0.1195	0.0235	0.098
0.95	0	ItemMixed_43	8.26	1.6	0.106	-0.024	-0.015	-0.034	-0.032	-0.252	-0.2365	-0.2675	-0.02
0.95	0	ItemMixed_5	11.991	1.852	-0.034	-0.043	0.008	-0.0645	-0.1235	-0.065	-0.0895	-0.0405	-0.006
0.95	0	ItemMixed_6	12.891	2.022	-0.162	-0.032	-0.0065	0.01	-0.125	-0.028	-0.026	-0.03	-0.069
0.95	0	ItemMixed_7	7.041	2.276	-0.016	0.031	0.0235	-0.026	0.103	-0.017	-0.018	-0.016	0.05
0.95	0	ItemMixed_8	9.548	2.146	-0.234	-0.012	-0.0485	-0.0125	0.0615	-0.036	-0.0605	-0.0115	0.108
0.95	0	ItemMixed_9	7.096	2.138	0.091	-0.042	-0.081	0.003	-0.009	-0.007	-0.095	0.081	-0.013
0.95	0.25	Item232_Critical_0	5.238	2.96	0.321	0.163	0.2665	0.062	0.057	0.206	0.1175	0.2945	-0.097
0.95	0.25	Item232_Critical_1	9.275	2.062	0.292	-0.057	-0.1545	0.0175	0.0635	-0.042	-0.01	-0.074	0.076
0.95	0.25	Item232_Critical_10	5.039	2.482	0.078	0.117	0.2625	-0.054	-0.003	0.046	0.159	-0.067	-0.03
0.95	0.25	Item232_Critical_11	10.76	5.308	0.053	0.22	0.4715	-0.0885	0.0255	-0.035	-0.0805	0.0105	0.044
0.95	0.25	Item232_Critical_12	10.713	-0.523	0.229	-0.059	-0.117	-0.0005	-0.0015	0.018	0.093	-0.057	-0.155
0.95	0.25	Item232_Critical_13	9.08	1.344	0.221	-0.007	0.0035	-0.0215	-0.0135	-0.165	-0.167	-0.163	-0.114
0.95	0.25	Item232_Critical_14	6.132	4.668	0.034	0.132	0.284	0.052	-0.092	-0.116	-0.2245	-0.0075	-0.085
0.95	0.25	Item232_Critical_15	9.441	2.819	0.089	0.208	0.445	-0.039	-0.019	0.187	0.106	0.268	-0.046
0.95	0.25	Item232_Critical_16	11.115	3.207	-0.17	-0.012	-0.0505	0.027	0.026	0.007	0.07	-0.056	-0.026
0.95	0.25	Item232_Critical_17	4.515	1.378	0.106	0.124	0.2505	0.0105	-0.0155	-0.023	-0.1315	0.0855	0.085
0.95	0.25	Item232_Critical_18	4.899	2.216	0.061	0.14	0.25	0.033	0.027	0.103	0.133	0.073	-0.133
0.95	0.25	Item232_Critical_19	10.17	3.76	0.216	-0.079	-0.163	-0.012	0.022	-0.036	-0.2215	0.1495	-0.197
0.95	0.25	Item232_Critical_2	4.594	1.525	0.179	0.109	0.2355	-0.038	0.003	0.023	0.169	-0.123	0.013
0.95	0.25	Item232_Critical_20	8.015	2.507	-0.035	0.06	0.0755	0.032	0.057	0.029	0.0195	0.0385	-0.028
0.95	0.25	Item232_Critical_21	11.361	0.987	0.015	0.065	0.124	0.002	0.01	0.016	0.1285	-0.0965	0.033
0.95	0.25	Item232_Critical_23	8.448	-1.276	0.09	0.019	0.0405	-0.001	-0.004	-0.009	-0.038	0.02	0.031
0.95	0.25	Item232_Critical_24	8.852	0.859	-0.21	0.129	0.231	0.05	0.004	0.055	0.046	0.064	-0.093
0.95	0.25	Item232_Critical_25	5.334	3.043	-0.71	0.127	0.2785	0.04	-0.089	-0.095	-0.1195	-0.0705	-0.003
0.95	0.25	Item232_Critical_26	4.874	2.14	0.248	0.119	0.2885	-0.02	-0.081	-0.068	-0.075	-0.061	-0.02
0.95	0.25	Item232_Critical_27	11.333	0.872	-0.15	-0.071	-0.183	0.0225	0.0595	0.095	0.109	0.081	0.092
0.95	0.25	Item232_Critical_28	8.809	0.889	-0.146	0.152	0.234	0.06	0.08	0.007	-0.0105	0.0245	0.039
0.95	0.25	Item232_Critical_3	6.334	5.026	-0.057	0.136	0.2505	0.0355	0.0075	0.025	0.092	-0.042	0.044
